"","X","V1","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"118",118,1324,"adelmo",1322832804,108280,"02/12/2011 13:33","no",204,120,-43.9,174,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.18,47,45,-158,163,607,-301,-99.7,74.2,177,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,-0.56,0.74,-263,-45,-14,-253,301,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.52081753,-23.53632731,-102.2255507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,0.16,-0.21,-44,88,-161,-534,338,-9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.83,-0.02,-262,370,-29,-681,508,561,"A"
"119",119,1331,"adelmo",1322832804,560369,"02/12/2011 13:33","no",204,120,-43.8,173,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.11,-0.16,48,47,-155,166,613,-301,-29.8,59.9,-109,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.07,0.22,0.31,-156,-49,91,216,160,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.23016502,-20.69620693,-98.18178469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,-0.02,-0.16,-43,108,-174,-533,345,-46,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,-0.21,0.25,-384,156,23,-630,-1,442,"A"
"120",120,1357,"adelmo",1322832805,820328,"02/12/2011 13:33","no",205,121,-44.2,174,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.11,-0.11,47,44,-157,170,606,-312,6.16,-31,-39.8,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.42,0.67,167,-123,-167,747,-81,-166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.06563093,-27.56003172,-90.22629003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,0.14,0.1,-43,88,-124,-544,292,28,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,2.68,1.21,-324,208,37,-689,194,554,"A"
"121",121,1358,"adelmo",1322832805,840305,"02/12/2011 13:33","no",205,121,-44.2,175,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.11,-0.11,46,47,-158,168,605,-313,7.29,-31.1,-39.5,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.45,0.79,159,-124,-184,740,-88,-179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.01193207,-25.15929963,-95.32502379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,0.14,0.08,-40,84,-131,-555,290,40,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,2.6,1.44,-347,219,26,-704,242,574,"A"
"122",122,1386,"adelmo",1322832807,228287,"02/12/2011 13:33","no",207,121,-43.8,174,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.16,47,43,-158,170,610,-312,45.4,64.4,-3.79,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,-0.96,0.43,-154,-19,47,87,261,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.05510369,-28.1007491,-90.89063367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.11,0.07,-45,89,-128,-547,294,33,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.75,0.41,-17,391,-48,-106,746,498,"A"
"123",123,1389,"adelmo",1322832807,276433,"02/12/2011 13:33","no",207,121,-43.8,174,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.15,50,44,-159,162,616,-292,50.6,70.2,0.89,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,-0.93,0.54,-180,-31,34,15,270,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.49099745,-26.61101815,-86.47991217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.29,-0.13,-47,106,-136,-554,289,22,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0.75,0.34,-1,389,-48,-99,748,508,"A"
"124",124,1412,"adelmo",1322832807,972272,"02/12/2011 13:33","no",207,121,-43.8,173,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.11,-0.16,46,46,-158,163,612,-288,-120,69.4,168,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,-0.24,0.46,-251,-33,47,-256,274,619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.49419225,-22.90934359,-96.92343311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.06,-0.13,-46,105,-167,-531,338,-43,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,-2.33,-0.49,-220,360,-38,-677,506,561,"A"
"125",125,1413,"adelmo",1322832808,64286,"02/12/2011 13:33","no",208,121,-43.7,173,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.18,48,44,-157,173,607,-308,-99.6,71.8,-171,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.28,0.06,0.49,-232,-20,79,-140,247,636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.35146039,-22.99158378,-99.85403959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0.02,-0.3,-45,97,-166,-539,334,-28,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,-1.89,-0.15,-294,272,-15,-702,319,546,"A"
"126",126,1425,"adelmo",1322832808,660310,"02/12/2011 13:33","no",208,121,-43.8,173,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.13,-0.16,49,42,-158,160,611,-310,-12.4,11.8,-62.9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.86,-0.16,0.89,57,-111,-59,734,-33,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.51088049,-33.02270998,-97.55593039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.05,0.07,-56,79,-143,-563,290,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.4,0.49,-399,142,24,-588,-89,433,"A"
"127",127,1426,"adelmo",1322832808,694276,"02/12/2011 13:33","no",208,121,-43.8,173,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.11,-0.15,51,43,-157,171,606,-303,-13.7,4.84,-60.1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7,-0.21,0.84,87,-106,-99,745,-47,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.44653211,-23.16161419,-96.84853599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.03,-0.03,-39,88,-140,-553,288,27,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.71,0.26,-397,130,26,-593,-88,427,"A"
"128",128,1433,"adelmo",1322832808,884619,"02/12/2011 13:33","no",208,121,-44.1,174,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.11,-0.15,45,47,-159,166,614,-305,-15.2,-19.4,-46.3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.66,-0.39,0.77,150,-123,-164,751,-70,-101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.11319457,-33.01774077,-97.90714654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,-0.02,-0.28,-50,70,-128,-564,270,27,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,1,0.64,-391,137,15,-609,-46,456,"A"
"129",129,1438,"adelmo",1322832809,256297,"02/12/2011 13:33","no",209,121,-43.9,173,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.18,48,44,-158,166,615,-311,-5.21,-23.6,-41.2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,-0.55,0.72,162,-119,-169,741,-65,-158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9786686,-29.95133735,-106.0521468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.03,0.02,-47,62,-139,-553,283,32,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,2.04,0.51,-347,175,30,-672,122,566,"A"
"130",130,1441,"adelmo",1322832809,304287,"02/12/2011 13:33","no",209,121,-43.9,174,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.11,-0.16,49,43,-159,168,610,-306,0.06,-22.7,-40.1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,-0.63,1.05,157,-109,-180,747,-68,-149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.4160339,-30.99835186,-95.36322687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.02,-0.34,-49,79,-131,-558,282,32,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,2.31,1.21,-316,215,46,-698,244,642,"A"
"131",131,1450,"adelmo",1322832809,672298,"02/12/2011 13:33","no",209,121,-43.8,173,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.11,-0.16,50,42,-156,171,608,-303,16.4,-10.6,-36.1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,-1.25,1.26,113,-88,-116,755,13,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3679195,-32.78040395,-92.4753933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0,-0.25,-50,79,-124,-551,286,39,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,2.42,1.35,-182,379,53,-598,732,850,"A"
"132",132,1452,"adelmo",1322832809,844315,"02/12/2011 13:33","no",209,121,-43.9,174,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.18,48,44,-156,172,611,-303,13.5,-3.19,-34.6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,-1.12,0.18,59,-45,-53,716,66,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.40385165,-31.17485312,-92.52292867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.15,-48,81,-125,-552,279,44,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,2.33,1.41,-114,496,40,-484,810,783,"A"
"133",133,1453,"adelmo",1322832809,908290,"02/12/2011 13:33","no",209,121,-43.9,174,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.18,48,45,-157,165,612,-305,12.8,-1.07,-34.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34,-1.12,0.11,59,-64,-30,705,74,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.69803388,-30.7831287,-91.56159466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.13,-47,82,-123,-554,278,45,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,1.91,1.39,-131,492,32,-475,809,771,"A"
"134",134,1455,"adelmo",1322832809,924427,"02/12/2011 13:33","no",209,121,-43.9,174,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.16,50,42,-157,171,611,-307,10.4,2.91,-34.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,-1.11,0.33,29,-44,-26,664,88,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.36006245,-30.34601749,-93.98349824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.11,-47,80,-127,-559,280,52,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,1.81,1.05,-159,456,5,-446,814,754,"A"
"135",135,1461,"adelmo",1322832810,160431,"02/12/2011 13:33","no",210,121,-43.9,174,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.18,48,47,-156,161,606,-306,10.5,33.4,-43.7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18,-1.32,0.36,-108,16,60,343,265,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.80004582,-31.77723139,-92.70869624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,-0.06,0.18,-50,82,-128,-548,283,45,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,1.7,1.07,-19,413,-5,-243,820,693,"A"
"136",136,1469,"adelmo",1322832810,456291,"02/12/2011 13:33","no",210,121,-43.9,173,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.11,-0.16,49,42,-157,166,610,-303,0.17,62.6,-62.2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,-1.11,1.1,-202,-21,21,-41,320,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.42299151,-29.02128794,-89.08371605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.21,0.03,-46,90,-125,-563,270,48,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.83,0.36,12,388,-18,-96,760,624,"A"
"137",137,1470,"adelmo",1322832810,496399,"02/12/2011 13:33","no",210,121,-43.9,174,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.11,-0.16,50,44,-156,169,606,-302,-5.42,66.8,-70.1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,-0.98,0.71,-230,-22,18,-97,330,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.82943834,-29.73066871,-83.50544153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.34,0.11,-49,101,-124,-551,279,35,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.69,0.48,14,393,-25,-80,750,604,"A"
"138",138,1471,"adelmo",1322832810,576310,"02/12/2011 13:33","no",210,121,-44,174,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.11,-0.15,48,44,-157,165,603,-301,-10.6,69.4,-76,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,-0.85,0.46,-245,-25,24,-137,323,589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.85048702,-27.17757548,-84.86952124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.43,0.23,-44,99,-123,-550,296,43,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.59,0.48,12,380,-25,-84,752,607,"A"
"139",139,1488,"adelmo",1322832811,420414,"02/12/2011 13:33","no",211,121,-43.9,174,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.11,-0.16,48,45,-157,167,607,-303,-21.9,54,-99.3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.73,0.58,0.34,-195,-13,87,59,262,607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.9352129,-19.92482469,-93.00112255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.14,-0.16,-40,114,-162,-514,366,-39,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,-1.77,0.02,-263,355,-13,-699,498,662,"A"
"140",140,1491,"adelmo",1322832811,468304,"02/12/2011 13:33","no",211,121,-43.9,174,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.18,46,47,-158,164,611,-293,-14.1,44.8,-86.3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.18,0.61,0.23,-165,-32,80,224,199,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.5467517,-20.43320156,-92.19892402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.11,-0.16,-41,115,-161,-515,364,-41,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,-1.54,-0.18,-300,310,1,-712,378,625,"A"
"141",141,1512,"adelmo",1322832814,65418,"02/12/2011 13:33","no",213,121,-43.8,173,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.11,-0.15,51,42,-157,172,610,-305,16.8,64.8,-47.8,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,-0.87,1.08,-266,-44,-7,-222,321,593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.12956653,-31.89177568,-83.88676188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.21,0,-51,96,-121,-552,278,40,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,0.74,0.82,-11,402,-35,-115,771,589,"A"
